290, 745
513, 941
885, 860
917, 793
790, 493
826, 294
371, 54
909, 183
947, 419
747, 485
299, 611
36, 806
565, 469
68, 469
811, 554
644, 628
733, 508
440, 491
553, 247
175, 460
579, 657
46, 41
828, 31
936, 341
865, 224
426, 687
368, 217
141, 558
824, 442
890, 478
910, 425
638, 25
294, 46
921, 752
205, 249
401, 270
594, 542
6, 113
915, 630
760, 573
208, 763
952, 677
522, 453
675, 100
596, 956
962, 81
990, 678
32, 573
306, 214
514, 480
137, 733
654, 123
415, 715
819, 421
963, 113
600, 357
662, 279
111, 198
242, 62
753, 235
134, 196
742, 215
838, 837
262, 582
300, 879
643, 602
674, 911
465, 393
693, 657
762, 553
901, 769
916, 91
57, 412
470, 663
133, 498
164, 719
662, 58
774, 549
427, 438
317, 55
945, 644
872, 198
167, 932
60, 921
610, 930
533, 497
362, 837
559, 907
259, 303
41, 95
314, 760
240, 150
301, 626
77, 547
668, 88
467, 140
96, 109
827, 804
223, 350
112, 554
717, 510
594, 665
318, 875
877, 219
508, 789
980, 84
914, 311
300, 357
431, 154
689, 762
484, 331
340, 892
47, 739
632, 202
80, 684
248, 837
124, 179
824, 964
970, 802
753, 184
502, 187
846, 777
859, 305
481, 85
305, 825
585, 765
468, 489
705, 754
392, 51
386, 737
327, 303
610, 896
180, 968
707, 817
690, 894
763, 650
909, 770
468, 227
286, 660
993, 706
298, 992
661, 416
807, 21
259, 996
150, 870
21, 587
950, 766
739, 553
620, 208
944, 269
154, 351
655, 691
816, 791
134, 685
540, 505
530, 188
846, 374
538, 264
374, 295
191, 739
633, 806
370, 396
576, 514
622, 849
220, 146
299, 895
861, 840
969, 653
642, 233
453, 521
329, 665
699, 269
914, 714
945, 343
587, 343
559, 814
384, 376
894, 852
171, 981
476, 457
211, 2
246, 734
613, 500
457, 153
458, 214
993, 623
978, 710
214, 672
538, 515
108, 748
639, 610
273, 8
691, 593
635, 93
567, 940
947, 118
712, 170
811, 944
507, 899
34, 794
583, 311
294, 503
809, 75
937, 105
373, 299
551, 265
257, 956
40, 324
257, 453
260, 203
716, 996
669, 276
748, 974
891, 662
335, 294
642, 91
312, 458
586, 419
192, 29
46, 917
261, 619
31, 428
691, 17
598, 337
531, 50
506, 300
170, 267
846, 900
24, 542
692, 762
350, 996
608, 910
371, 573
291, 401
473, 736
342, 448
642, 875
928, 868
469, 441
438, 856
869, 550
840, 208
420, 688
581, 638
324, 437
147, 172
3, 72
599, 523
42, 518
833, 28
845, 901
972, 999
84, 370
126, 891
100, 839
442, 129
796, 266
213, 305
975, 981
542, 538
595, 748
607, 344
993, 956
536, 289
795, 722
784, 309
217, 800
281, 435
330, 604
960, 105
116, 111
893, 787
995, 514
997, 411
170, 813
577, 139
366, 31
738, 215
534, 273
965, 394
516, 223
267, 330
36, 501
427, 706
942, 767
954, 101
187, 550
665, 177
777, 94
70, 854
929, 653
582, 229
360, 780
712, 750
714, 194
229, 154
543, 735
786, 250
300, 64
913, 493
400, 80
142, 263
317, 611
813, 194
209, 456
715, 88
245, 101
88, 187
449, 353
996, 814
530, 746
590, 812
637, 407
579, 169
375, 156
603, 149
791, 22
715, 528
658, 846
306, 547
823, 25
123, 605
747, 82
350, 602
55, 998
507, 72
920, 705
272, 502
844, 163
507, 997
379, 846
852, 669
47, 5
507, 486
502, 496
27, 308
777, 606
364, 14
743, 973
323, 360
744, 96
96, 260
490, 767
27, 300
330, 612
904, 480
636, 990
85, 968
187, 199
497, 868
71, 960
109, 340
296, 543
186, 1000
814, 535
193, 111
489, 101
126, 956
186, 406
548, 147
204, 976
163, 250
710, 5
985, 498
513, 644
518, 480
584, 891
276, 932
404, 111
664, 866
208, 633
138, 714
114, 82
362, 199
880, 503
652, 631
353, 161
62, 177
292, 140
341, 924
647, 431
236, 675
286, 409
338, 130
18, 578
916, 799
435, 391
343, 916
149, 892
506, 215
698, 479
614, 786
940, 640
976, 78
871, 568
260, 895
883, 701
621, 808
279, 634
61, 587
479, 921
824, 852
869, 376
437, 962
335, 989
873, 309
188, 916
811, 53
77, 649
924, 604
851, 140
812, 450
59, 491
251, 116
939, 93
548, 579
229, 220
676, 603
705, 609
804, 776
365, 306
170, 874
941, 936
594, 50
864, 456
103, 411
34, 108
424, 236
288, 231
599, 386
66, 626
721, 98
204, 303
215, 846
91, 605
270, 176
160, 382
706, 355
210, 223
701, 708
624, 531
609, 968
245, 629
398, 442
297, 538
617, 142
457, 805
764, 517
708, 307
529, 379
172, 118
992, 75
399, 512
736, 647
432, 769
435, 118
733, 995
757, 697
479, 711
970, 425
783, 769
514, 92
290, 38
998, 530
473, 354
867, 161
320, 699
721, 53
634, 990
463, 872
762, 540
636, 741
557, 408
520, 496
544, 705
404, 157
346, 335
409, 493
864, 670
852, 527
15, 843
914, 409
479, 422
468, 440
396, 947
974, 951
939, 654
16, 763
226, 156
729, 326
533, 626
520, 939
356, 682
495, 137
555, 938
454, 380
907, 274
451, 149
705, 379
830, 325
612, 335
135, 534
127, 222
807, 873
481, 639
838, 637
471, 766
145, 530
155, 132
257, 838
243, 33
755, 349
794, 346
42, 410
296, 419
591, 560
573, 995
595, 403
803, 523
363, 176
949, 823
538, 227
350, 277
939, 448
162, 809
74, 662
27, 590
924, 703
259, 167
49, 245
415, 964
236, 246
938, 102
360, 873
453, 468
732, 413
189, 387
316, 213
740, 352
891, 86
707, 215
686, 195
628, 889
72, 162
814, 579
721, 23
582, 285
441, 108
63, 874
358, 354
387, 819
477, 458
469, 876
954, 512
639, 806
495, 127
465, 745
337, 794
187, 919
553, 793
691, 197
454, 593
341, 713
357, 143
303, 413
585, 891
331, 873
953, 799
483, 227
233, 936
808, 252
751, 507
129, 85
222, 467
401, 362
385, 838
845, 858
214, 788
979, 213
378, 824
579, 906
572, 615
453, 930
680, 216
494, 901
420, 320
27, 690
716, 980
971, 542
577, 674
509, 815
818, 213
225, 797
296, 572
847, 734
106, 60
314, 224
767, 499
766, 196
713, 836
134, 743
675, 237
703, 640
593, 147
464, 623
461, 927
311, 795
666, 508
735, 444
12, 276
552, 579
894, 665
130, 115
904, 760
106, 317
70, 367
291, 329
257, 621
742, 461
978, 249
686, 228
921, 653
221, 138
619, 117
308, 970
812, 872
365, 941
405, 699
566, 568
517, 166
173, 493
197, 988
654, 355
610, 860
98, 957
874, 932
195, 588
909, 399
143, 652
340, 229
251, 299
443, 272
628, 745
238, 585
889, 303
25, 205
109, 410
625, 573
423, 574
434, 449
845, 819
738, 286
417, 976
596, 831
402, 320
325, 33
354, 496
894, 926
487, 979
161, 321
417, 875
674, 797
353, 783
752, 193
266, 337
956, 891
859, 363
946, 694
522, 257
901, 112
947, 823
294, 667
859, 159
570, 522
684, 187
144, 223
33, 800
314, 526
701, 554
445, 301
372, 438
735, 638
999, 65
552, 169
692, 729
565, 549
600, 115
184, 852
193, 900
558, 215
174, 584
339, 920
681, 867
501, 207
502, 97
705, 940
330, 916
383, 346
189, 119
135, 817
975, 941
545, 906
833, 227
951, 441
959, 272
369, 10
82, 543
260, 204
461, 637
907, 449
787, 315
401, 872
783, 288
641, 185
945, 877
941, 634
887, 311
132, 346
577, 872
255, 275
267, 178
358, 852
281, 709
822, 246
692, 152
311, 532
903, 959
753, 485
516, 881
506, 823
119, 795
595, 588
531, 637
80, 167
214, 626
346, 693
747, 508
976, 266
963, 316
807, 512
192, 516
762, 582
153, 351
480, 683
173, 614
972, 32
625, 528
634, 166
359, 141
548, 518
230, 244
851, 991
719, 20
139, 156
243, 221
723, 219
820, 729
849, 335
87, 517
488, 895
677, 553
675, 697
710, 315
616, 2
898, 428
285, 202
694, 948
106, 737
223, 797
37, 485
106, 676
519, 665
968, 716
90, 614
958, 757
379, 982
996, 312
38, 239
559, 454
618, 917
57, 88
52, 885
567, 419
609, 579
736, 407
672, 654
247, 664
551, 721
461, 546
324, 313
762, 543
723, 956
132, 916
520, 606
103, 990
707, 321
916, 435
442, 467
653, 403
201, 479
995, 336
